FECHA,CS_RUBI,CS_INTIPAMPA,CS_MAJES,CS_REPARTICION,CS_MOQUEGUA_FV,CS_PANAMERICANA_SOLAR,CS_TACNA_SOLAR,TOTAL_MW,Rolling_Mean,Insolacion
2019-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-4.525
2019-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-5.023
2019-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-3.801
2019-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-2.18
2019-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-3.342
2019-01-01 05:00:00,1.6852,0.7058,0.0012,0.0111,0.0332,0.9813,0.1242,3.5419,,-3.141
2019-01-01 06:00:00,18.5969,11.3343,1.627,1.3477,4.263,9.9955,3.8012,50.9658,,11.695
2019-01-01 07:00:00,112.9623,28.0594,5.3434,4.8984,11.4784,13.2415,14.2995,190.2829,,174.896
2019-01-01 08:00:00,128.9635,31.6185,10.0012,9.2228,13.1102,16.084,16.8543,225.8545,,418.95599999999996
2019-01-01 09:00:00,140.4485,36.1692,13.7956,13.0796,14.6383,16.2528,17.6483,252.0323,,645.742
2019-01-01 10:00:00,142.7219,37.3361,16.2887,15.6077,14.7571,16.388,17.9496,261.0491,,808.3380000000001
2019-01-01 11:00:00,144.4636,37.5866,18.0366,16.8831,14.981,16.886,18.1438,266.9806,,882.9639999999999
2019-01-01 12:00:00,144.781,37.7726,18.368,14.9437,14.9984,16.7018,18.2627,265.828,,986.477
2019-01-01 13:00:00,149.0195,30.9267,16.7552,13.438,11.6284,9.0393,15.7085,246.5156,,1035.336
2019-01-01 14:00:00,105.1645,11.4257,14.8556,11.4121,9.2869,10.0798,8.9953,171.2199,,779.6210000000001
2019-01-01 15:00:00,45.7775,2.5119,10.6983,9.0059,5.7087,2.9845,3.3527,80.0395,,557.547
2019-01-01 16:00:00,33.5107,2.1088,3.0279,3.4975,2.1809,1.2383,1.7359,47.3,,288.70099999999996
2019-01-01 17:00:00,7.7331,2.5125,0.4497,0.9559,1.5207,1.0408,0.8563,15.0691,,70.183
2019-01-01 18:00:00,0.9123,0.2561,0.0032,0.0201,0.5044,0.0008,0.0108,1.7077,,2.557
2019-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-9.828
2019-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-8.135
2019-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-5.662000000000001
2019-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-3.2230000000000003
2019-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.030854166666664,-2.674
2019-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.030854166666664,-3.218
2019-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.030854166666664,-3.79
2019-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.030854166666664,-3.997
2019-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.030854166666664,-3.5210000000000004
2019-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.030854166666664,-4.231
2019-01-02 05:00:00,0.9512,0.2326,0.0182,0.0599,0.0106,0.6445,0.1538,2.0708,49.00027083333333,-3.991
2019-01-02 06:00:00,47.5753,10.731,1.4687,1.3325,4.0311,10.253,6.681,82.0725,50.207704166666666,17.504
2019-01-02 07:00:00,116.2868,28.1653,5.1876,5.067,12.1312,14.789,11.2155,192.8424,50.346225000000004,217.636
2019-01-02 08:00:00,132.3791,34.7727,9.8175,9.4583,14.039,15.965,16.2665,232.698,50.48854166666667,485.185
2019-01-02 09:00:00,140.5813,36.3581,13.5614,13.2974,14.6558,16.322,15.9264,250.7023,50.49407500000001,706.727
2019-01-02 10:00:00,143.3267,37.5725,16.2174,15.6141,14.9639,16.566,15.0256,259.2862,50.519275000000015,894.518
2019-01-02 11:00:00,144.2948,37.8611,17.5069,17.35,15.1267,16.6598,16.3306,265.1297,50.51224166666668,1061.1689999999999
2019-01-02 12:00:00,145.4134,39.9519,17.8979,17.9572,14.9682,17.1248,13.5791,266.8925,50.53859166666668,1122.393
2019-01-02 13:00:00,147.2572,25.7084,17.1528,17.4834,13.2171,13.703,8.667,243.1889,50.46516250000002,1128.8339999999998
2019-01-02 14:00:00,117.5872,9.4151,14.815,12.7141,10.8646,9.2315,7.9566,182.584,50.98277500000001,1015.6569999999999
2019-01-02 15:00:00,75.0409,8.2514,8.1687,8.4127,6.5629,5.9303,6.8438,119.2107,52.20208333333335,294.225
2019-01-02 16:00:00,27.9166,2.8441,5.0548,2.8219,4.0711,2.1918,4.2163,49.1166,51.968995833333345,69.35600000000001
2019-01-02 17:00:00,11.8926,1.5558,1.8917,1.0827,1.2363,0.1248,0.8979,18.6817,52.14230833333335,39.749
2019-01-02 18:00:00,1.059,0.1866,0.1465,0.0795,0.1332,0.0,0.0,1.6049,52.14842083333335,27.531999999999996
2019-01-02 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.14842083333335,-0.08800000000000001
2019-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.14842083333335,-2.963
2019-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.14842083333335,-3.076
2019-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.14842083333335,-2.9
2019-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.14842083333335,-3.0060000000000002
2019-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.14842083333335,-2.8960000000000004
2019-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.14842083333335,-3.077
2019-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.14842083333335,-3.391
2019-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.14842083333335,-3.388
2019-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.14842083333335,-3.071
2019-01-03 05:00:00,1.267,0.3938,0.057,0.04,0.013,0.4183,0.0378,2.2269,52.161579166666684,-3.199
2019-01-03 06:00:00,27.5989,6.4325,2.4053,1.3121,2.683,6.6603,3.3613,50.4533,51.329229166666686,22.215999999999998
2019-01-03 07:00:00,78.9115,26.4062,5.362,3.7799,8.6563,12.577,7.4437,143.1366,49.77192500000001,217.44099999999997
2019-01-03 08:00:00,105.2316,17.9651,11.3898,8.6381,12.4669,14.7075,13.4392,183.8382,48.640779166666675,450.934
2019-01-03 09:00:00,122.2599,13.9006,14.6102,12.8063,13.4462,11.7378,13.4924,202.2533,47.877387500000005,685.94
2019-01-03 10:00:00,65.9926,19.5825,16.5397,14.5015,10.0831,12.4408,9.8025,148.9427,44.65513333333334,899.9069999999999
2019-01-03 11:00:00,92.2976,28.4234,16.2393,12.2511,12.3571,15.2608,8.8564,185.6855,42.488583333333345,996.0260000000001
2019-01-03 12:00:00,119.9479,29.9923,13.5378,16.1922,14.8142,14.4478,17.5208,226.453,41.42752083333334,1205.638
2019-01-03 13:00:00,94.2628,20.0687,11.7945,15.8871,10.2754,8.4513,18.3254,179.0653,39.219420833333345,1145.895
2019-01-03 14:00:00,98.7488,15.9942,12.2818,15.1968,7.1057,8.3785,15.9627,173.6685,38.43448750000002,742.447
2019-01-03 15:00:00,73.7253,13.2744,12.0443,12.6721,7.7381,9.6443,12.1639,141.2624,38.37967083333336,510.94199999999995
2019-01-03 16:00:00,92.1323,10.1723,6.4385,7.0256,6.828,5.874,7.7279,136.1986,41.05532500000002,491.156
2019-01-03 17:00:00,50.1585,7.7056,2.5204,2.6641,3.8051,2.166,5.853,74.8727,42.64973750000002,341.199
2019-01-03 18:00:00,6.3443,1.0219,0.2767,0.2391,1.0227,0.1688,0.2981,9.3715,42.86995833333336,100.37700000000001
2019-01-03 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86995833333336,5.069
2019-01-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86995833333336,-3.9939999999999998
2019-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86995833333336,-4.053
2019-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86995833333336,-3.512
2019-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86995833333336,-3.6489999999999996
2019-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86995833333336,-3.5789999999999997
2019-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86995833333336,-3.109
2019-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86995833333336,-3.735
2019-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86995833333336,-3.592
2019-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86995833333336,-3.9989999999999997
2019-01-04 05:00:00,1.6388,0.2377,0.0255,0.0377,0.0016,0.0158,0.0282,1.9852,42.88545000000002,-4.122
2019-01-04 06:00:00,35.9909,9.7248,1.9762,1.5934,0.4534,1.4198,0.9672,52.1256,43.23511666666669,14.225999999999999
2019-01-04 07:00:00,93.8441,23.3697,5.2416,4.9689,2.5401,5.9348,4.6358,140.5349,43.85730833333336,157.94799999999998
2019-01-04 08:00:00,128.0765,27.9144,9.8133,8.9564,10.7644,13.1078,12.0213,210.6541,44.809179166666695,376.42800000000005
2019-01-04 09:00:00,132.7298,35.365,13.801,13.2419,14.045,15.7455,13.3858,238.3139,45.24542500000003,586.965
2019-01-04 10:00:00,141.2901,33.89,16.6724,15.9249,12.5925,12.6233,16.6361,249.6292,48.38282083333336,916.309
2019-01-04 11:00:00,140.9673,35.8653,18.0452,17.3332,13.5706,16.7198,17.8262,260.3274,50.41072500000002,1058.228
2019-01-04 12:00:00,144.8307,36.8359,18.3747,17.7956,15.3149,16.749,17.952,267.8527,51.44750833333336,1124.185
2019-01-04 13:00:00,142.2469,37.331,17.5526,16.8526,14.9341,16.8078,18.1274,263.8523,53.44684583333336,1109.2839999999999
2019-01-04 14:00:00,139.8062,37.7488,15.1308,14.6707,14.6056,16.3345,17.7078,256.0044,55.15757083333336,1021.6060000000001
2019-01-04 15:00:00,132.2701,34.6139,11.548,11.2961,14.103,15.4283,16.7276,235.987,57.596937500000024,869.291
2019-01-04 16:00:00,118.2785,23.2575,6.9137,6.9464,13.1263,13.4623,14.8101,196.7947,58.68636250000002,662.5060000000001
2019-01-04 17:00:00,67.2519,9.1636,2.4178,2.4703,10.6427,7.3593,9.0131,108.3186,59.39858750000002,434.827
2019-01-04 18:00:00,7.0373,1.2675,0.3454,0.2274,2.5935,0.227,0.705,12.4031,59.42746250000002,141.168
2019-01-04 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.42746250000002,8.542
2019-01-04 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.42746250000002,-3.49
2019-01-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.42746250000002,-4.898
2019-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.42746250000002,-4.724
2019-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.42746250000002,-4.622
2019-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.42746250000002,-3.975
2019-01-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.42746250000002,-3.5069999999999997
2019-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.42746250000002,-4.213
2019-01-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.42746250000002,-4.109
2019-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.42746250000002,-4.584
2019-01-05 05:00:00,0.8225,0.1511,0.0164,0.0284,0.0,0.0683,0.0,1.0867,59.39345000000002,-4.079
2019-01-05 06:00:00,43.3608,9.1291,1.5071,1.4096,0.6199,2.4425,0.58,59.049,59.70052916666668,24.65
2019-01-05 07:00:00,117.0356,27.1436,5.3629,4.9128,3.8585,14.1053,5.3535,177.7722,60.66684166666668,227.365
2019-01-05 08:00:00,136.1262,33.9598,9.9742,9.5208,13.2488,16.0303,15.6153,234.4754,61.00224583333335,432.903
2019-01-05 09:00:00,142.6967,35.8864,13.8817,13.3417,14.5179,16.244,16.8692,253.4375,61.417533333333346,719.903
2019-01-05 10:00:00,144.2623,37.2466,16.567,16.0031,14.794,16.4115,17.9734,263.2579,61.541375000000016,922.1160000000001
2019-01-05 11:00:00,144.2154,37.9103,17.9505,17.4736,14.8533,16.742,17.8866,267.0317,61.676712500000015,1060.617
2019-01-05 12:00:00,143.6607,37.17,18.1213,17.9156,14.9263,16.7758,17.3154,265.8851,61.62796250000002,1127.346
2019-01-05 13:00:00,143.8538,35.5886,17.2396,16.8645,14.7964,16.7715,18.1744,263.2889,61.69491666666668,1110.8210000000001
2019-01-05 14:00:00,141.5305,36.2956,15.1331,14.6567,14.3963,16.273,17.9811,256.2663,61.76676250000002,1021.408
2019-01-05 15:00:00,137.8281,35.1785,11.5838,11.3478,13.8699,15.3643,17.3411,242.5133,61.99834583333335,853.186
2019-01-05 16:00:00,127.0624,28.8256,6.8759,6.8619,13.1596,13.6413,15.5185,211.9453,62.36434166666669,672.75
2019-01-05 17:00:00,68.7593,12.5259,2.6811,2.5516,10.6385,7.0445,3.5241,107.725,62.42715000000002,449.912
2019-01-05 18:00:00,5.8193,1.0525,0.3461,0.2303,2.222,0.1733,0.5038,10.3473,62.376400000000025,208.162
2019-01-05 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.376400000000025,11.099
2019-01-05 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.376400000000025,-5.682
2019-01-05 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.376400000000025,-5.143
2019-01-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.376400000000025,-4.672
2019-01-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.376400000000025,-5.771
2019-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.376400000000025,-5.295
2019-01-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.376400000000025,-3.861
2019-01-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.376400000000025,-3.764
2019-01-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.376400000000025,-4.152
2019-01-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.376400000000025,-3.867
2019-01-06 05:00:00,1.7342,0.4018,0.0126,0.0234,0.0,0.0918,0.0,2.2636,62.41438750000003,-5.018
2019-01-06 06:00:00,27.1238,10.2927,1.5108,1.4499,0.5933,1.3495,0.5425,42.8625,61.737845833333374,11.001
2019-01-06 07:00:00,114.415,21.1903,5.1407,5.0379,1.858,3.7768,2.2864,153.705,61.628654166666706,208.59099999999998
2019-01-06 08:00:00,135.4053,33.6842,10.2338,9.2404,4.0946,12.591,9.024,214.2733,61.59861666666671,482.52
2019-01-06 09:00:00,141.0871,36.1696,13.9814,12.545,12.5056,16.4935,14.9611,247.7433,61.53155000000004,737.331
2019-01-06 10:00:00,144.2404,37.247,16.631,16.2339,14.822,16.6065,17.7616,263.5423,61.53063750000003,932.7510000000001
2019-01-06 11:00:00,145.6675,37.7451,18.0797,17.4333,15.1438,16.9095,18.3287,269.3076,61.591141666666694,1063.233
2019-01-06 12:00:00,146.1211,37.3364,18.305,17.4342,15.3358,17.007,18.2592,269.7987,61.69365833333337,1132.567
2019-01-06 13:00:00,146.7316,36.8277,17.5069,16.3237,15.2181,16.5385,18.3148,267.4613,61.8135666666667,1088.5910000000001
2019-01-06 14:00:00,139.9027,36.4093,14.5541,14.5401,14.8046,15.8908,18.0909,254.1924,61.7457416666667,1022.1310000000001
2019-01-06 15:00:00,128.0533,34.5258,10.2434,11.3698,14.2223,14.177,17.0318,229.6234,61.33845833333337,870.915
2019-01-06 16:00:00,124.0678,26.0581,6.2756,7.093,11.9999,13.2498,13.81,202.554,61.21368333333337,711.784
2019-01-06 17:00:00,60.6978,12.3794,1.8988,2.4188,10.4493,6.255,4.8707,98.9699,60.87778750000004,433.76099999999997
2019-01-06 18:00:00,4.8514,1.0999,0.2534,0.1992,1.8425,0.2043,0.1233,8.5739,60.837458333333366,179.111
2019-01-06 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.837458333333366,9.367
2019-01-06 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.837458333333366,-5.917000000000001
2019-01-06 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.837458333333366,-5.103
2019-01-06 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.837458333333366,-5.396
2019-01-06 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.837458333333366,-5.327999999999999
2019-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.837458333333366,-4.383
2019-01-07 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.837458333333366,-3.787
2019-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.837458333333366,-4.494
2019-01-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.837458333333366,-4.571000000000001
2019-01-07 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.837458333333366,-4.3389999999999995
2019-01-07 05:00:00,0.2531,0.3212,0.0,0.0005,0.0,0.0,0.0501,0.6249,60.77574583333336,-4.6610000000000005
2019-01-07 06:00:00,7.554,11.1699,0.4437,0.7688,0.4405,0.5423,0.8625,21.7817,59.96033750000003,20.968000000000004
2019-01-07 07:00:00,20.71,28.4782,1.6483,2.315,1.4433,1.5378,1.8745,58.0071,56.05596250000003,225.217
2019-01-07 08:00:00,41.4296,36.2207,2.9806,4.596,2.6223,2.4595,2.9358,93.2445,52.14030833333336,494.597
2019-01-07 09:00:00,84.928,37.3019,4.3266,12.366,2.454,2.0175,5.5758,148.9699,49.80034583333335,738.503
2019-01-07 10:00:00,130.5001,38.1674,6.8584,16.7143,3.5154,5.8853,5.1308,206.7715,49.22783333333336,942.6410000000001
2019-01-07 11:00:00,103.3013,39.2382,8.0938,15.5734,6.3658,8.6843,3.7999,185.0566,47.46257500000002,1076.819
2019-01-07 12:00:00,110.7225,38.3381,13.4337,17.8119,7.1402,4.9728,4.0646,196.4838,45.987633333333356,1123.253
2019-01-07 13:00:00,83.4242,34.516,14.8362,15.9256,2.85,2.4863,2.0192,156.0575,43.34982500000002,1113.5819999999999
2019-01-07 14:00:00,46.1895,18.1892,15.2561,14.2971,1.935,1.803,1.6196,99.2895,39.44510833333335,1013.704
2019-01-07 15:00:00,44.5973,8.8963,12.0116,7.3148,1.3425,0.727,1.6639,76.5534,35.96777500000002,858.554
2019-01-07 16:00:00,7.489,7.4616,7.2372,4.1568,0.7167,0.2018,0.9534,28.2164,31.110325000000017,641.0409999999999
2019-01-07 17:00:00,2.471,2.2011,2.6493,2.2939,0.2705,0.0013,0.1655,10.0525,28.68420833333335,345.702
2019-01-07 18:00:00,0.3651,0.1055,0.2669,0.2666,0.0487,0.0,0.0,1.0528,28.497279166666683,146.278
2019-01-07 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.497279166666683,5.816
2019-01-07 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.497279166666683,-4.968999999999999
2019-01-07 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.497279166666683,-4.894
2019-01-07 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.497279166666683,-4.293
2019-01-07 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.497279166666683,-4.226
2019-01-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.497279166666683,-4.354
2019-01-08 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.497279166666683,-5.263999999999999
2019-01-08 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.497279166666683,-4.874
2019-01-08 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.497279166666683,-4.421
2019-01-08 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.497279166666683,-4.612
2019-01-08 05:00:00,0.485,0.3028,0.0157,0.0391,0.0,0.0428,0.0,0.8852,28.50694166666668,-4.87
2019-01-08 06:00:00,9.5489,12.3999,1.4351,1.3487,0.5441,1.459,0.7485,27.4841,28.590062500000016,19.82
2019-01-08 07:00:00,67.7897,30.5124,5.334,5.104,2.6672,5.4238,3.177,120.008,30.55171666666668,206.706
2019-01-08 08:00:00,128.8461,36.5999,10.0902,9.7921,6.6737,10.739,7.0485,209.7895,34.19407083333335,449.457
2019-01-08 09:00:00,140.4702,39.1509,13.3058,13.4709,9.7761,13.7233,13.0309,242.928,36.50832916666668,712.8969999999999
2019-01-08 10:00:00,144.6476,40.2126,16.632,16.4151,14.6661,16.531,13.1769,262.2814,37.09780833333335,930.605
2019-01-08 11:00:00,142.423,39.6329,18.2779,17.5256,14.9674,14.0743,13.5645,260.4655,38.72787916666668,1056.938
2019-01-08 12:00:00,128.8658,38.4133,18.444,17.518,14.8142,12.5205,14.1776,244.7533,39.48385000000001,1143.5839999999998
2019-01-08 13:00:00,92.1173,37.3778,17.6686,17.1687,13.5465,8.9055,17.5419,204.3262,39.84606250000001,1029.65
2019-01-08 14:00:00,65.5123,34.5741,15.6163,14.8384,7.713,10.7365,16.0661,165.0567,40.65117916666668,950.615
2019-01-08 15:00:00,38.4115,26.6181,11.9948,10.31,6.2794,11.7448,12.8304,118.1889,40.39343750000001,786.034
2019-01-08 16:00:00,28.4525,10.9479,7.3958,6.2275,3.3134,3.3993,3.2167,62.9531,41.26691666666668,600.844
2019-01-08 17:00:00,11.0447,3.963,2.7873,2.5174,1.1996,0.9523,1.2052,23.6694,41.62415416666668,385.611
2019-01-08 18:00:00,0.4886,0.3662,0.2984,0.2403,0.235,0.0,0.0794,1.708,41.629300000000015,104.62
2019-01-08 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.629300000000015,1.406
2019-01-08 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.629300000000015,-1.016
2019-01-08 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.629300000000015,-3.237
2019-01-08 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.629300000000015,-4.018
2019-01-08 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.629300000000015,-3.99
2019-01-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.629300000000015,-2.43
2019-01-09 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.629300000000015,-4.516
2019-01-09 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.629300000000015,-3.9939999999999998
2019-01-09 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.629300000000015,-2.497
2019-01-09 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.629300000000015,-4.2330000000000005
2019-01-09 05:00:00,1.376,0.3041,0.0543,0.0616,0.0,0.1098,0.1579,2.0636,41.66642500000001,-3.9789999999999996
2019-01-09 06:00:00,50.6496,11.4912,1.592,1.6008,0.6745,1.673,7.4778,75.1588,43.37895416666668,20.677
2019-01-09 07:00:00,107.4299,30.0691,5.1698,5.375,2.0989,2.2728,6.6153,159.0307,45.03062916666668,193.21200000000002
2019-01-09 08:00:00,141.4973,37.65,10.306,8.9357,2.2507,3.2763,7.8263,211.7423,45.55776250000002,390.61699999999996
2019-01-09 09:00:00,107.5912,34.3058,12.8196,12.7213,3.353,5.159,9.1115,185.0613,44.18780416666669,692.403
2019-01-09 10:00:00,108.2501,25.3493,11.1806,15.1231,5.1321,7.2205,10.3631,182.619,42.67124166666668,899.2919999999999
2019-01-09 11:00:00,128.5684,31.5623,8.7122,13.9909,7.6706,8.8865,12.6053,211.9961,42.09396666666668,1057.721
2019-01-09 12:00:00,59.8828,29.9242,11.322,14.515,10.9063,17.356,14.7738,158.6801,39.21967500000002,1044.785
2019-01-09 13:00:00,91.2738,25.8457,14.636,15.3686,15.6464,16.4588,14.1759,193.4051,39.18452916666668,1098.192
2019-01-09 14:00:00,119.0636,17.0734,15.3244,14.7838,15.0189,6.7123,15.0079,202.9843,41.415833333333346,1030.3319999999999
2019-01-09 15:00:00,124.0244,25.7002,11.8217,11.6169,6.4039,4.8913,15.1609,199.6193,44.983037500000016,898.832
2019-01-09 16:00:00,52.7818,23.7707,7.3111,7.5132,2.7376,2.9495,10.9646,108.0285,45.99675833333334,666.4789999999999
2019-01-09 17:00:00,15.3434,9.4045,2.6539,2.7455,1.3061,2.0058,8.9497,42.4088,46.17587083333334,341.434
2019-01-09 18:00:00,0.7845,0.3142,0.2483,0.2307,0.4829,0.1268,0.5179,2.7053,46.188200000000016,67.649
2019-01-09 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.188200000000016,0.8109999999999999
2019-01-09 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.188200000000016,-4.813
2019-01-09 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.188200000000016,-4.912
2019-01-09 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.188200000000016,-4.477
2019-01-09 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.188200000000016,-4.529
2019-01-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.188200000000016,-4.698
2019-01-10 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.188200000000016,-4.797
2019-01-10 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.188200000000016,-4.263
2019-01-10 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.188200000000016,-4.488
2019-01-10 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.188200000000016,-2.056
2019-01-10 05:00:00,0.2076,0.0961,0.0,0.0,0.0,0.073,0.0,0.3767,46.13951666666668,-3.826
2019-01-10 06:00:00,3.6328,3.7977,0.284,0.8227,0.7202,1.4425,1.3335,12.0336,44.18048333333335,10.409
